Time,Arm_Angle,Error,Delta,MotorCmd,Headroom,K_P,K_D,Motor_Speed(PWM),Desired_Angle
0.03088974952697754,-39,39,-55,65,88,0.0,0.0,65.0,0.0
0.043857574462890625,-39,39,55,65,88,0.0,0.0,65.0,0.0
0.055822134017944336,-39,39,27,65,88,0.0,0.0,65.0,0.0
0.07776260375976562,-39,39,27,65,88,0.0,0.0,65.0,0.0
0.08873510360717773,-39,39,27,65,88,0.0,0.0,65.0,0.0
0.11167454719543457,-39,39,0,65,88,0.0,0.0,65.0,0.0
0.12264370918273926,-39,39,55,65,88,0.0,0.0,65.0,0.0
0.133622407913208,-39,39,27,65,88,0.0,0.0,65.0,0.0
0.1556079387664795,-39,39,0,65,88,0.0,0.0,65.0,0.0
0.1675260066986084,-39,39,27,65,88,0.0,0.0,65.0,0.0
0.18946433067321777,-39,39,0,65,88,0.0,0.0,65.0,0.0
0.2004380226135254,-39,39,-27,65,88,0.0,0.0,65.0,0.0
0.2124035358428955,-39,39,0,65,88,0.0,0.0,65.0,0.0
0.2343456745147705,-39,39,27,65,88,0.0,0.0,65.0,0.0
0.2532956600189209,-39,39,-27,65,88,0.0,0.0,65.0,0.0
0.2782266139984131,-39,39,0,65,88,0.0,0.0,65.0,0.0
0.3001902103424072,-39,39,0,65,88,0.0,0.0,65.0,0.0
0.3191206455230713,-39,39,138,65,88,0.0,0.0,65.0,0.0
0.3390641212463379,-39,39,27,65,88,0.0,0.0,65.0,0.0
0.3620030879974365,-39,39,-27,65,88,0.0,0.0,65.0,0.0
0.37995386123657227,-39,39,55,65,88,0.0,0.0,65.0,0.0
0.4019289016723633,-39,39,0,65,88,0.0,0.0,65.0,0.0
0.42484140396118164,-39,39,0,65,88,0.0,0.0,65.0,0.0
0.4427917003631592,-39,39,0,65,88,0.0,0.0,65.0,0.0
0.46672511100769043,-39,39,27,65,88,0.0,0.0,65.0,0.0
0.48666930198669434,-39,39,55,65,88,0.0,0.0,65.0,0.0
0.5076124668121338,-39,39,0,65,88,0.0,0.0,65.0,0.0
0.5275595188140869,-39,39,0,65,88,0.0,0.0,65.0,0.0
0.5485050678253174,-39,39,55,65,88,0.0,0.0,65.0,0.0
0.5684511661529541,-39,39,0,65,88,0.0,0.0,65.0,0.0
0.5893933773040771,-39,39,0,65,88,0.0,0.0,65.0,0.0
0.6113359928131104,-39,39,-83,65,88,0.0,0.0,65.0,0.0
0.634274959564209,-39,39,55,65,88,0.0,0.0,65.0,0.0
0.6552205085754395,-39,39,0,65,88,0.0,0.0,65.0,0.0
0.6751666069030762,-39,39,0,65,88,0.0,0.0,65.0,0.0
0.6961100101470947,-39,39,0,65,88,0.0,0.0,65.0,0.0
0.7180688381195068,-39,39,27,65,88,0.0,0.0,65.0,0.0
0.7369997501373291,-39,39,0,65,88,0.0,0.0,65.0,0.0
0.7569458484649658,-39,39,0,65,88,0.0,0.0,65.0,0.0
0.7778885364532471,-39,39,0,65,88,0.0,0.0,65.0,0.0
0.8018252849578857,-39,39,0,65,88,0.0,0.0,65.0,0.0
0.8227701187133789,-39,39,0,65,88,0.0,0.0,65.0,0.0
0.8447113037109375,-39,39,-83,65,88,0.0,0.0,65.0,0.0
0.8636608123779297,-39,39,0,65,88,0.0,0.0,65.0,0.0
0.8846051692962646,-39,39,0,65,88,0.0,0.0,65.0,0.0
0.9065456390380859,-39,39,0,65,88,0.0,0.0,65.0,0.0
0.9254937171936035,-39,39,0,65,88,0.0,0.0,65.0,0.0
0.9454407691955566,-39,39,0,65,88,0.0,0.0,65.0,0.0
1.040187120437622,-39,39,0,65,88,0.2,0.0,65.0,0.0
1.0631263256072998,-39,39,27,65,88,0.2,0.0,65.0,0.0
1.080115556716919,-39,39,-27,65,88,0.4,0.0,65.0,0.0
1.087064504623413,-39,39,0,65,88,0.6,0.0,65.0,0.0
1.1050159931182861,-39,39,0,72,88,0.8,0.0,65.0,0.0
1.120973825454712,-39,39,55,72,88,1.0,0.0,65.0,0.0
1.1369287967681885,-39,39,-55,88,88,1.4,0.0,65.0,0.0
1.1528878211975098,-39,39,0,96,88,1.8,0.0,65.0,0.0
1.1648540496826172,-39,39,0,104,88,1.8,0.0,65.0,0.0
1.1818082332611084,-39,39,0,120,88,2.0,0.0,65.0,0.0
1.2007596492767334,-39,39,83,144,88,2.2,0.0,65.0,0.0
1.2117328643798828,-39,39,0,151,88,2.2,0.0,65.0,0.0
1.233675241470337,-39,39,-27,151,88,2.2,0.0,65.0,0.0
1.2456424236297607,-39,39,-27,150,88,2.2,0.0,65.0,0.0
1.2675788402557373,-38,38,0,157,88,2.4,0.0,65.0,0.0
1.2815415859222412,-37,37,0,163,88,2.6,0.0,65.0,0.0
1.3015151023864746,-36,36,-83,160,88,2.6,0.0,65.0,0.0
1.3264212608337402,-35,35,-27,156,88,2.6,0.0,65.0,0.0
1.3473658561706543,-33,33,-111,151,88,2.6,0.0,65.0,0.0
1.3673310279846191,-31,31,-83,147,88,2.6,0.0,65.0,0.0
1.3882629871368408,-30,30,-83,143,88,2.6,0.0,65.0,0.0
1.409231185913086,-28,28,-55,138,88,2.6,0.0,65.0,0.0
1.4291467666625977,-26,26,-55,138,88,2.8,0.0,65.0,0.0
1.450105905532837,-24,24,-55,133,88,2.8,0.0,65.0,0.0
1.4700384140014648,-22,22,-83,128,88,2.8,0.0,65.0,0.0
1.4939732551574707,-21,21,-27,123,88,2.8,0.0,65.0,0.0
1.5179376602172852,-19,19,0,119,88,2.8,0.0,65.0,0.0
1.5358633995056152,-18,18,0,116,88,2.8,0.0,65.0,0.0
1.5558078289031982,-17,17,-83,113,88,2.8,0.0,65.0,0.0
1.5777482986450195,-16,16,83,110,88,2.8,0.0,65.0,0.0
1.5966987609863281,-15,15,-55,108,88,2.8,0.0,65.0,0.0
1.6176567077636719,-15,15,-27,107,88,2.8,0.0,65.0,0.0
1.6395854949951172,-15,15,27,107,88,2.8,0.0,65.0,0.0
1.6585326194763184,-15,15,0,107,88,2.8,0.0,65.0,0.0
1.683471441268921,-15,15,0,107,88,2.8,0.0,65.0,0.0
1.7064039707183838,-15,15,0,107,88,2.8,0.0,65.0,0.0
1.7233586311340332,-15,15,-27,107,88,2.8,0.0,65.0,0.0
1.744304895401001,-15,15,0,107,88,2.8,0.0,65.0,0.0
1.7662484645843506,-15,15,0,107,88,2.8,0.0,65.0,0.0
1.7852303981781006,-15,15,55,107,88,2.8,0.0,65.0,0.0
1.8061373233795166,-15,15,0,107,88,2.8,0.0,65.0,0.0
1.828080177307129,-15,15,0,107,88,2.8,0.0,65.0,0.0
1.8510198593139648,-15,15,27,107,88,2.8,0.0,65.0,0.0
1.8719611167907715,-14,14,-27,106,88,2.8,0.0,65.0,0.0
1.893904447555542,-15,15,0,107,88,2.8,0.0,65.0,0.0
1.9118552207946777,-15,15,0,107,88,2.8,0.0,65.0,0.0
1.9327993392944336,-15,15,0,107,88,2.8,0.0,65.0,0.0
1.95377516746521,-14,14,0,106,88,2.8,0.0,65.0,0.0
1.9737234115600586,-15,15,0,107,88,2.8,0.0,65.0,0.0
1.994633436203003,-15,15,0,107,88,2.8,0.0,65.0,0.0
2.0186452865600586,-15,15,-27,107,88,2.8,0.0,65.0,0.0
2.0395162105560303,-15,15,0,107,88,2.8,0.0,65.0,0.0
2.1252849102020264,-15,15,0,107,88,2.8,0.0,65.0,0.0
2.136256694793701,-15,15,0,107,88,2.8,0.0,65.0,0.0
2.158196449279785,-15,15,0,107,88,2.8,0.0,65.0,0.0
2.1691665649414062,-15,15,0,107,88,2.8,0.0,65.0,0.0
2.1811347007751465,-15,15,0,107,88,2.8,0.0,65.0,0.0
2.2031314373016357,-15,15,0,107,88,2.8,0.0,65.0,0.0
2.21409273147583,-15,15,0,107,88,2.8,0.0,65.0,0.0
2.2360429763793945,-15,15,0,107,88,2.8,0.0,65.0,0.0
2.2469916343688965,-15,15,-27,107,88,2.8,0.0,65.0,0.0
2.2689366340637207,-15,15,0,107,88,2.8,0.0,65.0,0.0
2.279902219772339,-15,15,0,107,88,2.8,0.0,65.0,0.0
2.2908742427825928,-15,15,0,107,88,2.8,0.0,65.0,0.0
2.3127825260162354,-15,15,0,107,88,2.8,0.0,65.0,0.0
2.3297505378723145,-15,15,0,107,88,2.8,0.0,65.0,0.0
2.3516952991485596,-15,15,0,107,88,2.8,0.0,65.0,0.0
2.374617576599121,-15,15,0,107,88,2.8,0.0,65.0,0.0
2.395561695098877,-15,15,83,107,88,2.8,0.0,65.0,0.0
2.4165124893188477,-15,15,0,107,88,2.8,0.0,65.0,0.0
2.439444065093994,-15,15,0,107,88,2.8,0.0,65.0,0.0
2.4573941230773926,-15,15,0,107,88,2.8,0.0,65.0,0.0
2.477341890335083,-15,15,0,107,88,2.8,0.0,65.0,0.0
2.4982974529266357,-15,15,0,107,88,2.8,0.0,65.0,0.0
2.51824688911438,-15,15,0,107,88,2.8,0.0,65.0,0.0
2.5431652069091797,-15,15,27,107,88,2.8,0.0,65.0,0.0
2.56510591506958,-14,14,-138,105,88,2.8,0.0,65.0,0.0
2.5851027965545654,-15,15,0,107,88,2.8,0.0,65.0,0.0
2.6050000190734863,-15,15,0,107,88,2.8,0.0,65.0,0.0
2.626012086868286,-15,15,-27,107,88,2.8,0.0,65.0,0.0
2.645890951156616,-15,15,0,107,88,2.8,0.0,65.0,0.0
2.6658425331115723,-15,15,0,107,88,2.8,0.0,65.0,0.0
2.687838077545166,-15,15,0,107,88,2.8,0.0,65.0,0.0
2.7107162475585938,-15,15,-27,107,88,2.8,0.0,65.0,0.0
2.731689214706421,-15,15,0,107,88,2.8,0.0,65.0,0.0
