Time,Arm_Angle,Error,MotorCmd,Headroom,K_P,Motor_Speed(PWM),Desired_Angle
0.018946409225463867,-49,19,65,340,0.0,65.0,-30.0
0.03989219665527344,-49,19,65,340,0.0,65.0,-30.0
0.05983710289001465,-50,20,65,340,0.0,65.0,-30.0
0.08078241348266602,-49,19,65,340,0.0,65.0,-30.0
0.10172748565673828,-49,19,65,340,0.0,65.0,-30.0
0.12272238731384277,-49,19,65,340,0.0,65.0,-30.0
0.14261746406555176,-49,19,65,340,0.0,65.0,-30.0
0.16655373573303223,-49,19,65,340,0.0,65.0,-30.0
0.1875169277191162,-49,19,65,340,0.0,65.0,-30.0
0.2074427604675293,-49,19,65,340,0.0,65.0,-30.0
0.23038196563720703,-49,19,65,340,0.0,65.0,-30.0
0.24833369255065918,-49,19,65,340,0.0,65.0,-30.0
0.26927852630615234,-49,19,65,340,0.0,65.0,-30.0
0.36103081703186035,-49,19,65,340,0.0,65.0,-30.0
0.3730006217956543,-49,19,65,340,0.0,65.0,-30.0
0.38496899604797363,-49,19,65,340,0.0,65.0,-30.0
0.3959386348724365,-49,19,65,340,0.0,65.0,-30.0
0.41788649559020996,-49,19,65,340,0.0,65.0,-30.0
0.4288508892059326,-49,19,65,340,0.0,65.0,-30.0
0.4507920742034912,-49,19,65,340,0.0,65.0,-30.0
0.4617640972137451,-49,19,65,340,0.0,65.0,-30.0
0.4727907180786133,-49,19,65,340,0.0,65.0,-30.0
0.4947319030761719,-49,19,65,340,0.0,65.0,-30.0
0.5057022571563721,-49,19,65,340,0.0,65.0,-30.0
0.5276412963867188,-49,19,65,340,0.0,65.0,-30.0
0.5436000823974609,-49,19,65,340,0.0,65.0,-30.0
0.5645434856414795,-49,19,65,340,0.0,65.0,-30.0
0.5845091342926025,-49,19,65,340,0.0,65.0,-30.0
0.6064836978912354,-49,19,65,340,0.0,65.0,-30.0
0.6254870891571045,-49,19,65,340,0.0,65.0,-30.0
0.6464052200317383,-49,19,65,340,0.0,65.0,-30.0
0.6674513816833496,-49,19,65,340,0.0,65.0,-30.0
0.6882956027984619,-49,19,65,340,0.0,65.0,-30.0
0.7112331390380859,-49,19,65,340,0.0,65.0,-30.0
0.7332327365875244,-49,19,65,340,0.0,65.0,-30.0
0.7531206607818604,-49,19,65,340,0.0,65.0,-30.0
0.7731046676635742,-49,19,65,340,0.0,65.0,-30.0
0.7950270175933838,-49,19,65,340,0.0,65.0,-30.0
0.8139567375183105,-49,19,65,340,0.0,65.0,-30.0
0.8349018096923828,-49,19,65,340,0.0,65.0,-30.0
0.8568425178527832,-49,19,65,340,0.0,65.0,-30.0
0.875791072845459,-49,19,65,340,0.0,65.0,-30.0
0.8997817039489746,-49,19,65,340,0.0,65.0,-30.0
0.9206740856170654,-49,19,65,340,0.0,65.0,-30.0
0.940617561340332,-49,19,65,340,0.0,65.0,-30.0
0.9615986347198486,-49,19,65,340,0.0,65.0,-30.0
0.9815080165863037,-49,19,65,340,0.0,65.0,-30.0
1.0024526119232178,-49,19,65,340,0.0,65.0,-30.0
1.0224170684814453,-50,20,65,340,0.0,65.0,-30.0
1.0443732738494873,-49,19,65,340,0.0,65.0,-30.0
1.06428861618042,-49,19,65,340,0.0,65.0,-30.0
1.0883090496063232,-49,19,65,340,0.0,65.0,-30.0
1.109165906906128,-50,20,65,340,0.0,65.0,-30.0
1.1291303634643555,-49,19,65,340,0.0,65.0,-30.0
1.1520569324493408,-49,19,65,340,0.0,65.0,-30.0
1.1700108051300049,-49,19,65,340,0.0,65.0,-30.0
1.1909806728363037,-50,20,65,340,0.0,65.0,-30.0
1.2108957767486572,-49,19,65,340,0.0,65.0,-30.0
1.2318384647369385,-49,19,65,340,0.0,65.0,-30.0
1.2527861595153809,-49,19,65,340,0.0,65.0,-30.0
1.2767539024353027,-49,19,65,340,0.0,65.0,-30.0
1.2976634502410889,-49,19,65,340,0.0,65.0,-30.0
1.3176095485687256,-49,19,65,340,0.0,65.0,-30.0
1.3406023979187012,-49,19,65,340,0.0,65.0,-30.0
1.3585131168365479,-49,19,65,340,0.0,65.0,-30.0
1.4472618103027344,-49,19,65,340,0.0,65.0,-30.0
1.4582343101501465,-49,19,65,340,0.0,65.0,-30.0
1.4791769981384277,-49,19,65,340,0.0,65.0,-30.0
1.489184856414795,-49,19,65,340,0.0,65.0,-30.0
1.5110936164855957,-49,19,65,340,0.0,65.0,-30.0
1.5220818519592285,-49,19,65,340,0.0,65.0,-30.0
1.5450010299682617,-49,19,65,340,0.0,65.0,-30.0
1.5559732913970947,-49,19,65,340,0.0,65.0,-30.0
1.5669913291931152,-49,19,65,340,0.0,65.0,-30.0
1.5888831615447998,-49,19,65,340,0.0,65.0,-30.0
1.5989148616790771,-49,19,65,340,0.0,65.0,-30.0
1.6207995414733887,-49,19,65,340,0.0,65.0,-30.0
1.6318204402923584,-49,19,65,340,0.0,65.0,-30.0
1.6537127494812012,-49,19,65,340,0.0,65.0,-30.0
