Time,Arm_Angle,Error,Delta,MotorCmd,Headroom,K_P,K_D,Motor_Speed(PWM),Desired_Angle
0.018947124481201172,-34,4,0,87,148,5.0,2.0,65.0,-30.0
0.0388948917388916,-34,4,0,87,148,5.0,2.0,65.0,-30.0
0.0608365535736084,-34,4,0,87,148,5.0,2.0,65.0,-30.0
0.07983136177062988,-34,4,27,143,148,5.0,2.0,65.0,-30.0
0.10073041915893555,-34,4,-27,31,148,5.0,2.0,65.0,-30.0
0.12266874313354492,-34,4,0,87,148,5.0,2.0,65.0,-30.0
0.14164328575134277,-34,4,-27,31,148,5.0,2.0,65.0,-30.0
0.16157817840576172,-34,4,-27,31,148,5.0,2.0,65.0,-30.0
0.24933314323425293,-34,4,-138,0,148,5.0,2.0,65.0,-30.0
0.25939083099365234,-34,4,0,87,148,5.0,2.0,65.0,-30.0
0.2803330421447754,-34,4,0,87,148,5.0,2.0,65.0,-30.0
0.29121994972229004,-34,4,-27,31,148,5.0,2.0,65.0,-30.0
0.31316709518432617,-34,4,0,87,148,5.0,2.0,65.0,-30.0
0.32512950897216797,-34,4,0,87,148,5.0,2.0,65.0,-30.0
0.33609795570373535,-34,4,0,87,148,5.0,2.0,65.0,-30.0
0.35803961753845215,-34,4,0,87,148,5.0,2.0,65.0,-30.0
0.3680431842803955,-34,4,0,87,148,5.0,2.0,65.0,-30.0
0.38898682594299316,-34,4,0,87,148,5.0,2.0,65.0,-30.0
0.3990018367767334,-34,4,0,87,148,5.0,2.0,65.0,-30.0
0.4209017753601074,-34,4,-27,31,148,5.0,2.0,65.0,-30.0
0.43583083152770996,-34,4,-83,0,148,5.0,2.0,65.0,-30.0
0.4567756652832031,-34,4,0,87,148,5.0,2.0,65.0,-30.0
0.477719783782959,-34,4,27,143,148,5.0,2.0,65.0,-30.0
0.5016851425170898,-34,4,27,143,148,5.0,2.0,65.0,-30.0
0.5226116180419922,-34,4,0,87,148,5.0,2.0,65.0,-30.0
0.5445413589477539,-34,4,-27,31,148,5.0,2.0,65.0,-30.0
0.5635039806365967,-34,4,0,87,148,5.0,2.0,65.0,-30.0
0.5834393501281738,-34,4,83,255,148,5.0,2.0,65.0,-30.0
0.6053776741027832,-34,4,0,87,148,5.0,2.0,65.0,-30.0
0.6243438720703125,-34,4,0,87,148,5.0,2.0,65.0,-30.0
0.6452696323394775,-34,4,0,87,148,5.0,2.0,65.0,-30.0
0.6692368984222412,-34,4,0,87,148,5.0,2.0,65.0,-30.0
