Time,Arm_Angle,Error,Delta,MotorCmd,Headroom,K_P,K_D,Motor_Speed(PWM),Desired_Angle
0.0009980201721191406,-13,13,-138,105,88,3.0,0.0,65.0,0.0
0.02393627166748047,-13,13,0,106,88,3.0,0.0,65.0,0.0
0.03490710258483887,-14,14,27,107,88,3.0,0.0,65.0,0.0
0.04587721824645996,-14,14,-55,107,88,3.0,0.0,65.0,0.0
0.06781935691833496,-14,14,27,107,88,3.0,0.0,65.0,0.0
0.07978677749633789,-14,14,0,107,88,3.0,0.0,65.0,0.0
0.10173344612121582,-14,14,0,107,88,3.0,0.0,65.0,0.0
0.1137080192565918,-14,14,-27,107,88,3.0,0.0,65.0,0.0
0.12469148635864258,-14,14,0,107,88,3.0,0.0,65.0,0.0
0.14664006233215332,-14,14,0,107,88,3.0,0.0,65.0,0.0
0.1575779914855957,-14,14,27,107,88,3.0,0.0,65.0,0.0
0.179520845413208,-13,13,-138,105,88,3.0,0.0,65.0,0.0
0.19049572944641113,-14,14,0,107,88,3.0,0.0,65.0,0.0
0.20246648788452148,-14,14,0,107,88,3.0,0.0,65.0,0.0
0.22440052032470703,-14,14,-55,107,88,3.0,0.0,65.0,0.0
0.24036955833435059,-13,13,27,106,88,3.0,0.0,65.0,0.0
0.26130104064941406,-13,13,0,106,88,3.0,0.0,65.0,0.0
0.281247615814209,-14,14,0,107,88,3.0,0.0,65.0,0.0
0.3041975498199463,-14,14,138,107,88,3.0,0.0,65.0,0.0
0.3231363296508789,-14,14,0,107,88,3.0,0.0,65.0,0.0
0.343080997467041,-14,14,27,107,88,3.0,0.0,65.0,0.0
0.36601972579956055,-14,14,0,107,88,3.0,0.0,65.0,0.0
0.38796424865722656,-14,14,166,107,88,3.0,0.0,65.0,0.0
0.4089052677154541,-14,14,27,107,88,3.0,0.0,65.0,0.0
0.4308474063873291,-14,14,0,107,88,3.0,0.0,65.0,0.0
0.4497990608215332,-14,14,27,107,88,3.0,0.0,65.0,0.0
0.4697890281677246,-13,13,0,106,88,3.0,0.0,65.0,0.0
0.49268198013305664,-14,14,0,107,88,3.0,0.0,65.0,0.0
0.5106329917907715,-14,14,0,107,88,3.0,0.0,65.0,0.0
0.5316109657287598,-14,14,0,107,88,3.0,0.0,65.0,0.0
0.5565123558044434,-14,14,0,107,88,3.0,0.0,65.0,0.0
0.5764789581298828,-14,14,0,107,88,3.0,0.0,65.0,0.0
0.5993969440460205,-14,14,55,107,88,3.0,0.0,65.0,0.0
0.6183524131774902,-13,13,111,106,88,3.0,0.0,65.0,0.0
0.6382923126220703,-14,14,0,107,88,3.0,0.0,65.0,0.0
0.658271312713623,-14,14,0,107,88,3.0,0.0,65.0,0.0
0.6801795959472656,-14,14,0,107,88,3.0,0.0,65.0,0.0
0.6991615295410156,-13,13,-27,106,88,3.0,0.0,65.0,0.0
0.7240877151489258,-14,14,0,107,88,3.0,0.0,65.0,0.0
0.7450060844421387,-14,14,0,107,88,3.0,0.0,65.0,0.0
0.7649540901184082,-14,14,0,107,88,3.0,0.0,65.0,0.0
0.7868964672088623,-14,14,27,107,88,3.0,0.0,65.0,0.0
0.8058528900146484,-14,14,0,107,88,3.0,0.0,65.0,0.0
0.8267970085144043,-14,14,27,107,88,3.0,0.0,65.0,0.0
0.8477644920349121,-13,13,27,106,88,3.0,0.0,65.0,0.0
0.8676798343658447,-14,14,0,107,88,3.0,0.0,65.0,0.0
