Time,Arm_Angle,Error,Delta,MotorCmd,Headroom,K_P,K_D,Motor_Speed(PWM),Desired_Angle
0.021926641,-34,4,0,88,88,5,10,65,-30
0.042868376,-34,4,0,88,88,5,10,65,-30
0.064810276,-34,4,0,88,88,5,10,65,-30
0.083777905,-34,4,0,89,88,5,10,65,-30
0.104704618,-34,4,0,88,88,5,10,65,-30
0.127641916,-34,4,0,88,88,5,10,65,-30
0.145593882,-34,4,0,88,88,5,10,65,-30
0.166559935,-34,4,0,88,88,5,10,65,-30
0.190473318,-34,4,-27,0,88,5,10,65,-30
0.21042037,-34,4,0,88,88,5,10,65,-30
0.231364727,-34,4,0,88,88,5,10,65,-30
0.253307104,-34,4,27,255,88,5,10,65,-30
0.272254705,-34,4,0,88,88,5,10,65,-30
0.293199062,-34,4,55,255,88,5,10,65,-30
0.315158606,-34,4,0,88,88,5,10,65,-30
0.334089756,-34,4,0,88,88,5,10,65,-30
0.358026266,-34,4,0,89,88,5,10,65,-30
0.379967213,-35,5,83,255,88,5,10,65,-30
0.399925947,-34,4,0,88,88,5,10,65,-30
0.419863462,-34,4,0,88,88,5,10,65,-30
0.440837145,-34,4,0,88,88,5,10,65,-30
0.460751772,-34,4,0,88,88,5,10,65,-30
0.481697083,-34,4,0,88,88,5,10,65,-30
0.50263834,-34,4,0,88,88,5,10,65,-30
0.526574612,-34,4,0,88,88,5,10,65,-30
0.548515081,-34,4,0,88,88,5,10,65,-30
0.567465067,-34,4,27,255,88,5,10,65,-30
0.587413549,-34,4,0,88,88,5,10,65,-30
0.60835433,-34,4,0,88,88,5,10,65,-30
0.630303144,-34,4,27,255,88,5,10,65,-30
0.650253296,-34,4,0,88,88,5,10,65,-30
0.669225693,-34,4,0,88,88,5,10,65,-30
0.757982016,-34,4,0,88,88,5,10,65,-30
0.76892519,-34,4,0,88,88,5,10,65,-30
0.779895782,-34,4,0,88,88,5,10,65,-30
0.800842524,-34,4,0,88,88,5,10,65,-30
0.811811924,-34,4,0,88,88,5,10,65,-30
0.834751844,-34,4,0,88,88,5,10,65,-30
0.844771624,-34,4,27,255,88,5,10,65,-30
0.85572648,-34,4,0,88,88,5,10,65,-30
0.877635002,-34,4,-55,0,88,5,10,65,-30
0.888606071,-34,4,0,88,88,5,10,65,-30
0.910547972,-34,4,0,88,88,5,10,65,-30
0.923512936,-34,4,0,88,88,5,10,65,-30
0.944457054,-34,4,0,88,88,5,10,65,-30
0.96440196,-34,4,0,88,88,5,10,65,-30
0.987360477,-34,4,0,88,88,5,10,65,-30
1.005293131,-34,4,-55,0,88,5,10,65,-30
1.026244879,-34,4,0,88,88,5,10,65,-30
1.050184727,-34,4,0,88,88,5,10,65,-30
1.071116447,-34,4,0,88,88,5,10,65,-30
1.09107089,-34,4,27,255,88,5,10,65,-30
1.114003897,-34,4,27,255,88,5,10,65,-30
1.132959604,-34,4,-27,0,88,5,10,65,-30
1.152898788,-34,4,0,88,88,5,10,65,-30
1.174841166,-34,4,0,88,88,5,10,65,-30
1.193823338,-34,4,0,88,88,5,10,65,-30
1.218729734,-34,4,0,88,88,5,10,65,-30
1.238680124,-34,4,0,88,88,5,10,65,-30
1.259612083,-34,4,0,88,88,5,10,65,-30
1.279567719,-35,5,27,255,88,5,10,65,-30
1.302530527,-34,4,-27,0,88,5,10,65,-30
1.320450068,-34,4,0,88,88,5,10,65,-30
1.341424942,-34,4,0,88,88,5,10,65,-30
1.363335609,-34,4,0,88,88,5,10,65,-30
1.386272907,-34,4,-27,0,88,5,10,65,-30
1.408248186,-34,4,0,89,88,5,10,65,-30
1.427181482,-34,4,0,88,88,5,10,65,-30
1.448111296,-34,4,0,88,88,5,10,65,-30
1.470048666,-34,4,0,88,88,5,10,65,-30
1.488999128,-34,4,27,255,88,5,10,65,-30
1.508945942,-34,4,0,89,88,5,10,65,-30
